MstLklSp,SpAbbr,PtlOtrSp,BoL,BoW,BoS,BoC,FlukeP,Blow,Contour,Wake,AfterB,Defecation,MudTrail,OtherDistu,Fluke,Flipper,HeadCalosi,Movement,Certainty2,ClassScore,Location,GCS,Lat,Long,ImageID,ImageFile,ImageDate,Satellite,NumWhale,BoxSize,SpatialRes,BoxID/ImageChip,PointID
Eubalaena australis,SRW,None,2,2,2,2,0,0,1,0,0,0,0,2,0,0,0,0,Definite,8.5,Auckland,GCS_WGS_1984,-50.5241604,166.199526,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B21,Auckland_SRW_QB2_PS_20060812_P21
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Possible,1,Auckland,GCS_WGS_1984,-50.524398,166.225446,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B22,Auckland_SRW_QB2_PS_20060812_P22
Eubalaena australis,SRW,None,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,1,Auckland,GCS_WGS_1984,-50.5245708,166.2249924,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B23,Auckland_SRW_QB2_PS_20060812_P23
Eubalaena australis,SRW,None,2,1,2,2,0,0,0,0,0,0,0,2,0,0,1,0,Probable,7.5,Auckland,GCS_WGS_1984,-50.5279836,166.2248844,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B24,Auckland_SRW_QB2_PS_20060812_P24
Eubalaena australis,SRW,None,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Probable,6.5,Auckland,GCS_WGS_1984,-50.5291716,166.3340724,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B25,Auckland_SRW_QB2_PS_20060812_P25
Eubalaena australis,SRW,None,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Probable,7,Auckland,GCS_WGS_1984,-50.5328868,166.2189012,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B26,Auckland_SRW_QB2_PS_20060812_P26
Eubalaena australis,SRW,None,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,Probable,7.5,Auckland,GCS_WGS_1984,-50.5335564,166.2212556,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B27,Auckland_SRW_QB2_PS_20060812_P27
Eubalaena australis,SRW,None,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,Probable,7.5,Auckland,GCS_WGS_1984,-50.5336212,166.220802,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B28,Auckland_SRW_QB2_PS_20060812_P28
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,Probable,6,Auckland,GCS_WGS_1984,-50.5336644,166.2196356,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B29,Auckland_SRW_QB2_PS_20060812_P29
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.5350684,166.3346988,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B30,Auckland_SRW_QB2_PS_20060812_P30
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.5384164,166.217238,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B31,Auckland_SRW_QB2_PS_20060812_P31
Eubalaena australis,SRW,None,2,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,Probable,6,Auckland,GCS_WGS_1984,-50.539734,166.2172812,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B32,Auckland_SRW_QB2_PS_20060812_P32
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,4.5,Auckland,GCS_WGS_1984,-50.5400796,166.2202836,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B33,Auckland_SRW_QB2_PS_20060812_P33
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,4.5,Auckland,GCS_WGS_1984,-50.540166,166.2202404,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B34,Auckland_SRW_QB2_PS_20060812_P34
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,Possible,5,Auckland,GCS_WGS_1984,-50.5405764,166.3067484,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B35,Auckland_SRW_QB2_PS_20060812_P35
Eubalaena australis,SRW,None,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.5410516,166.229874,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B36,Auckland_SRW_QB2_PS_20060812_P36
Eubalaena australis,SRW,None,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,Probable,6,Auckland,GCS_WGS_1984,-50.544162,166.2195276,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B37,Auckland_SRW_QB2_PS_20060812_P37
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4,Auckland,GCS_WGS_1984,-50.5442052,166.219506,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B38,Auckland_SRW_QB2_PS_20060812_P38
Eubalaena australis,SRW,None,2,2,2,2,0,0,1,0,0,0,0,2,0,0,0,0,Definite,8.5,Auckland,GCS_WGS_1984,-50.5444428,166.2125076,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B39,Auckland_SRW_QB2_PS_20060812_P39
Eubalaena australis,SRW,None,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Probable,6.5,Auckland,GCS_WGS_1984,-50.5458684,166.307202,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B40,Auckland_SRW_QB2_PS_20060812_P40
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.5471428,166.2243228,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B41,Auckland_SRW_QB2_PS_20060812_P41
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4,Auckland,GCS_WGS_1984,-50.5479204,166.2204564,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B42,Auckland_SRW_QB2_PS_20060812_P42
Eubalaena australis,SRW,None,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,Probable,6,Auckland,GCS_WGS_1984,-50.5483092,166.2341076,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B43,Auckland_SRW_QB2_PS_20060812_P43
Eubalaena australis,SRW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,Definite,8,Auckland,GCS_WGS_1984,-50.5484172,166.2368724,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B44,Auckland_SRW_QB2_PS_20060812_P44
Eubalaena australis,SRW,None,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Probable,6.5,Auckland,GCS_WGS_1984,-50.5485684,166.2196356,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B45,Auckland_SRW_QB2_PS_20060812_P45
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,4.5,Auckland,GCS_WGS_1984,-50.5491084,166.2198084,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B46,Auckland_SRW_QB2_PS_20060812_P46
Eubalaena australis,SRW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,Probable,7.5,Auckland,GCS_WGS_1984,-50.5494756,166.237866,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B47,Auckland_SRW_QB2_PS_20060812_P47
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,Possible,5,Auckland,GCS_WGS_1984,-50.5501236,166.2185988,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B48,Auckland_SRW_QB2_PS_20060812_P48
Eubalaena australis,SRW,None,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,Probable,7,Auckland,GCS_WGS_1984,-50.5505124,166.2135228,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B49,Auckland_SRW_QB2_PS_20060812_P49
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Possible,3.5,Auckland,GCS_WGS_1984,-50.5505988,166.213566,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B50,Auckland_SRW_QB2_PS_20060812_P50
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4,Auckland,GCS_WGS_1984,-50.5507284,166.217886,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B51,Auckland_SRW_QB2_PS_20060812_P51
Eubalaena australis,SRW,None,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,Probable,6.5,Auckland,GCS_WGS_1984,-50.5519164,166.2020532,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B52,Auckland_SRW_QB2_PS_20060812_P52
Eubalaena australis,SRW,None,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6.5,Auckland,GCS_WGS_1984,-50.55237,166.2155748,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B53,Auckland_SRW_QB2_PS_20060812_P53
Eubalaena australis,SRW,None,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.5524132,166.2226164,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B54,Auckland_SRW_QB2_PS_20060812_P54
Eubalaena australis,SRW,None,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Possible,3.5,Auckland,GCS_WGS_1984,-50.5531692,166.2282972,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B55,Auckland_SRW_QB2_PS_20060812_P55
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Possible,1,Auckland,GCS_WGS_1984,-50.5531908,166.2068484,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B56,Auckland_SRW_QB2_PS_20060812_P56
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,4,Auckland,GCS_WGS_1984,-50.5532772,166.2160932,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B57,Auckland_SRW_QB2_PS_20060812_P57
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.5535796,166.2170868,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B58,Auckland_SRW_QB2_PS_20060812_P58
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4,Auckland,GCS_WGS_1984,-50.5537956,166.195854,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B59,Auckland_SRW_QB2_PS_20060812_P59
Eubalaena australis,SRW,None,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,Probable,6,Auckland,GCS_WGS_1984,-50.5539036,166.1957676,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,2,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B60,Auckland_SRW_QB2_PS_20060812_P60
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4,Auckland,GCS_WGS_1984,-50.5539036,166.1966532,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B61,Auckland_SRW_QB2_PS_20060812_P61
Eubalaena australis,SRW,None,2,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,Probable,6,Auckland,GCS_WGS_1984,-50.5544652,166.193154,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B62,Auckland_SRW_QB2_PS_20060812_P62
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Possible,0.5,Auckland,GCS_WGS_1984,-50.5549836,166.1919228,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B63,Auckland_SRW_QB2_PS_20060812_P63
Eubalaena australis,SRW,None,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Possible,3.5,Auckland,GCS_WGS_1984,-50.5555452,166.1957892,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B64,Auckland_SRW_QB2_PS_20060812_P64
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Possible,3.5,Auckland,GCS_WGS_1984,-50.5560636,166.1945796,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B65,Auckland_SRW_QB2_PS_20060812_P65
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,5,Auckland,GCS_WGS_1984,-50.5573164,166.1903028,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B66,Auckland_SRW_QB2_PS_20060812_P66
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,5,Auckland,GCS_WGS_1984,-50.5580724,166.1895036,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B67,Auckland_SRW_QB2_PS_20060812_P67
Eubalaena australis,SRW,None,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,3,Auckland,GCS_WGS_1984,-50.559498,166.1886828,1.01E+15,06AUG12231250-P2AS-052609152010_01_P001+M2AS,20060812,QB2,1,128x128pixels,0.54m,Auckland_SRW_QB2_PS_20060812_B68,Auckland_SRW_QB2_PS_20060812_P68
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4,Auckland,GCS_WGS_1984,-50.502537,166.283505,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B0,Auckland_SRW_WV2_PS_20110827_P0
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.502879,166.284369,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B1,Auckland_SRW_WV2_PS_20110827_P1
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Possible,1,Auckland,GCS_WGS_1984,-50.503923,166.281561,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B2,Auckland_SRW_WV2_PS_20110827_P2
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Possible,5,Auckland,GCS_WGS_1984,-50.507721,166.301523,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B3,Auckland_SRW_WV2_PS_20110827_P3
