id,indexed_date,language,media_name,media_url,publish_date,title,url
3edc3788bcc38242a17bd76861a4e4fc1dffa5c47520e4f1aee43d5c0a7b86d2,2024-07-07 18:26:00.985847,en,tmz.com,tmz.com,2024-07-07,"Drake Friendly Crowd at Michael Rubin's White Party, No Kendrick Lamar Songs",https://www.tmz.com/2024/07/07/drake-michael-rubin-white-party-friendly-crowd-kendrick-lamar-songs/
dbe8cd1b78685117464613ddb25c1578f9253247ffbd8f480d4e6978562cd1ac,2024-07-06 22:23:30.826755,en,tmz.com,tmz.com,2024-07-06,Kourtney Kardashian and Travis Barker Embrace at 'Run Travis Run' 5K,https://www.tmz.com/2024/07/06/travis-barker-kourtney-kardashian-run-travis-run-5k-embrace-pda/
0640ec3c35cd353ac286466dde6174cfc5cfce0aa8262e194783fc71436598f9,2024-07-05 16:26:12.355857,en,tmz.com,tmz.com,2024-07-05,Michael Rubin Hosts Star-Studded July 4th White Party in The Hamptons,https://www.tmz.com/2024/07/05/michael-rubin-hamptons-white-party-kim-kardashian-tom-brady-jake-paul-drake-travis-scott/
45915c2de0c92e4e46f192f6470d92cde8f42597305fe4859992b2a3e53ab0d7,2024-07-05 08:27:20.990473,en,tmz.com,tmz.com,2024-07-05,Sexy Stars On Boats ... Feeling A Lil' Nauti!,https://www.tmz.com/2024/07/05/sexy-stars-boats-feeling-little-nauti/
a4a5ba4432fff05a2749d6b63b7ee41691ba1ca24d56beecdffa8dc037905c15,2024-07-04 22:33:42.326044,en,tmz.com,tmz.com,2024-07-04,Rob Kardashian Makes Rare TV Appearance to Share Alien Theory,https://www.tmz.com/2024/07/04/rob-kardashian-makes-rare-tv-appearance-shares-alien-theory/
da1b81df88c3b04db31b9d98a052be3499d681624a386d6e9954179909d5d18e,2024-07-01 23:28:57.792770,en,tmz.com,tmz.com,2024-07-01,Kylie Jenner & Timothée Chalamet Spotted Together For 1st Time in Months,https://www.tmz.com/2024/07/01/kylie-jenner-timothee-chalamet-spotted-together/
6c8cfab30d706568b373cc226cba40409afca654dc448de4a623acfe6701694d,2024-07-02 01:19:00.838823,en,tmz.com,tmz.com,2024-07-01,Kim Kardashian Has 'No Recollection' of Getting Flipped at Khloe's Party,https://www.tmz.com/2024/07/01/kim-kardashian-no-recollection-getting-flipped-khloe-birthday-party/
98cfa657b2203a98d99aa66a12792a46074e604a3c6e2bea234fa4b87a378ef1,2024-06-30 16:19:51.771379,en,tmz.com,tmz.com,2024-06-30,"Khloe Kardashian Parties W/ Sisters at 40th Birthday, Snoop Performs",https://www.tmz.com/2024/06/30/khloe-kardashian-40th-birthday-party-snoop-kurupt-warren-g/
0f3c34ba8c08b73e342c7c3955b56b40f91830e321d2176e178dd43d5faa9109,2024-06-28 15:20:05.073914,en,tmz.com,tmz.com,2024-06-28,Biden Debate with Trump Enrages Some Celebrities Who Blast CNN,https://www.tmz.com/2024/06/28/celebrity-hollywood-reaction-biden-trump-president-debate/
bbc62206283cd4cc0133c70660393b2e2d3f366cf17c785e614ebd6986aa644e,2024-06-28 17:29:20.632028,en,tmz.com,tmz.com,2024-06-28,"Lauren Sanchez Sports Tiny Bikini for Jet Skiing with Bezos, Kim Kardashian",https://www.tmz.com/2024/06/28/lauren-sanchez-tiny-gold-bikini-jet-ski-jeff-bezos/
7aa2da6ad62bdd2fd76fcc62b67a44645eb4fa7c1cbada2c91dec1a0a4b8f016,2024-06-27 19:22:46.490416,en,tmz.com,tmz.com,2024-06-27,"Bad Bunny, Kendall Jenner Vacay with Kim Kardashian, Jeff Bezos, Lauren Sanchez",https://www.tmz.com/2024/06/27/bad-bunny-kendall-jenner-kim-kardashian-jeff-bezos-lauren-sanchez-hangout-greece/
a2f6430380825d9ff1b1be2787a3f2e66d4c01911558bc4a812e6b881b4fd1e4,2024-06-27 18:22:01.581030,en,tmz.com,tmz.com,2024-06-27,Kourtney Kardashian Afraid of Vaginal Prolapse After Rocky's Birth,https://www.tmz.com/2024/06/27/kourtney-kardashian-vaginal-prolapse-fear-rocky-birth/
0328533a3bfe852023a87f10f746c44aea79e2bdfae06b59f7d400893b76c907,2024-06-27 13:34:17.880404,en,tmz.com,tmz.com,2024-06-27,Kim Kardashian Channels Marilyn Monroe in Sexy Leopard Bikini Photo Shoot,https://www.tmz.com/2024/06/27/kim-kardashian-channels-marilyn-monroe-mode-photo-shoot-leopard-bikini/
08f09444557e2a0c1914bb7ed0a079649780f47fb70b3364e44c7109f7c5135f,2024-06-27 17:23:55.884692,en,tmz.com,tmz.com,2024-06-27,Khloe Kardashian Calls Kim a 'Petty Little Bitch' After Heated Argument,https://www.tmz.com/2024/06/27/khloe-kardashian-calls-kim-petty-little-bitch-aspen-trip/
1ed14c18d031efd257bc2ca1edb51992493381682b3fbdcdcd136a584f3fb2fd,2024-06-27 19:32:02.263732,en,tmz.com,tmz.com,2024-06-27,Rob Kardashian Makes Rare Appearance at Khloe Kardashian's Birthday Celebration,https://www.tmz.com/2024/06/27/rob-kardashian-rare-appearance-khloe-birthday-celebration/
86acf6e1a26a8dfd86ea37752f854cc2400e82a3eaefaf67c4b8aa0ba36a8068,2024-06-25 17:35:41.489451,en,tmz.com,tmz.com,2024-06-25,"Ariana Grande Calls Jeffrey Dahmer Dream Dinner Guest, Sparks Backlash",https://www.tmz.com/2024/06/25/ariana-grande-jeffrey-dahmer-dream-dinner-guest-sparks-backlash/
3b59490594c40113a795bf7e2613ae69d5adc2abdb03d92a5c9f4220a4d9614d,2024-06-24 19:19:29.976567,en,tmz.com,tmz.com,2024-06-24,"Kim Kardashian Debuts Platinum Blonde Basket Braid Hairdo, Jokes Fly",https://www.tmz.com/2024/06/24/kim-kardashian-platinum-white-basket-braids-hair-fans-roasted/
851eaa42075c6d48c5fae89f9548dc846dd1d1721d95021cef471a44d1074e21,2024-06-24 16:29:36.434414,en,tmz.com,tmz.com,2024-06-24,"Vogue World 2024: Kendall Jenner, Cara Delevingne, More Stars Strut in Paris",https://www.tmz.com/2024/06/24/vogue-world-paris-kendall-jenner-cara-delevingne-best-dressed-photos/
213cf975b26ed7917cfc34159d8d72b91c4ac0e74bb180ee81cb7d76e3d8f9c7,2024-06-23 08:17:51.132038,en,tmz.com,tmz.com,2024-06-23,"TMZ TV Hot Takes: Stormy Daniels on Trump, Kourtney Kardashian, Conor McGregor",https://www.tmz.com/2024/06/23/tmz-tv-hot-takes-stormy-daniels-trump-stand-up-jokes-kourtney-kardashian-travis-barker-sex-story-conor-mcgregor-injury/
1378eaf17316533858d32ca2efaf6e68974cbaac2d32d5e3d9d024a407331073,2024-06-23 10:21:24.522780,en,tmz.com,tmz.com,2024-06-23,Hot Stars Doused In Pink Bikinis ... It's Pink Perfection!,https://www.tmz.com/2024/06/23/hot-stars-doused-in-pink-bikinis-its-pink-perfection/
d52e9383e256aa76b1a8a190eaf83ebde3389c21fc3513bbdda43ec8610d6ad0,2024-06-23 20:23:39.142149,en,tmz.com,tmz.com,2024-06-23,Bad Bunny Gets Handsy with Kendall Jenner While Clubbing in Paris,https://www.tmz.com/2024/06/23/bad-bunny-kendall-jenner-paris-handsy-pda-butt-backside-grab/
5f20d2b5e34960056880b82f7ae5d6de0f4b13d002da55a892605989c572e8a3,2024-06-23 15:21:00.837282,en,tmz.com,tmz.com,2024-06-23,Taylor Swift Disses Kim Kardashian at Wembley 'Eras' Concert in London,https://www.tmz.com/2024/06/23/taylor-swift-kim-kardashian-feud-eras-london-thank-you-aimee/
60726f763e78f29fbb55a0e7235f29da83310a6819ffe2be56667116c555a3e6,2024-06-22 08:27:09.261316,en,tmz.com,tmz.com,2024-06-22,What's The Big Frigin' Difference?!,https://www.tmz.com/2024/06/22/whats-the-big-frigin-difference/
7d2701cca7eea92be92067a50fbba4e70c63f69723652b4e84c527c0db859861,2024-06-22 08:27:19.246086,en,tmz.com,tmz.com,2024-06-22,Stars In Gloomy Weather ... Throwin' Major Shade All Over Hollywood!,https://www.tmz.com/2024/06/22/june-gloom-stars-in-gloomy-weather-throwin-shade-all-over-hollywood/
5215150a13559fe134217ce7377159b17af1dd742d0cfaa31308e3cb9d720e00,2024-06-22 10:22:50.525356,en,tmz.com,tmz.com,2024-06-22,"New Photos & Video of North West's 11th Birthday Party, Kim K Plays Proud Mom",https://www.tmz.com/2024/06/22/new-photos-video-north-west-11th-birthday-kim-kardashian-proud-mom/
47afdd5aa3a05159f73d42408c0e339d3b10d8b001eef32ac36b60a46374af73,2024-06-20 23:35:23.160860,en,tmz.com,tmz.com,2024-06-20,Kourtney Kardashian Had Sex with Travis Barker While Dilated to Induce Labor,https://www.tmz.com/2024/06/20/kourtney-kardashian-had-sex-with-travis-barker-while-dilated-to-induce-labor/
39cff8b240651467dcea3786e35d8d5ae2d23485307cae7fd84bc04c0184b895,2024-06-21 01:19:45.817996,en,tmz.com,tmz.com,2024-06-20,Kylie Jenner Cries To Sister Kendall Over Nasty Digs About Her Appearance,https://www.tmz.com/2024/06/20/kylie-jenner-crying-over-trolls-nasty-comments-face-appearance/
ad762e60e8bf188f5995ee1dcc42c208c60dc1135fe8015f722f57ccfcf8f44c,2024-06-20 17:22:15.826053,en,tmz.com,tmz.com,2024-06-20,"Kim Kardashian Says She'll Give Up Botox for Acting, But Won't Gain Weight",https://www.tmz.com/2024/06/20/kim-kardashian-would-give-up-botox-for-acting-career-will-not-gain-weight/
40d87e53c254bf3ce28fe128503251076fa9da5af254a77e516f233ee2936213,2024-06-20 22:22:44.129246,en,tmz.com,tmz.com,2024-06-20,Khloé Kardashian to Launch Podcast Collab on Elon Musk's X,https://www.tmz.com/2024/06/20/khloe-kardashian-launch-video-podcast-x-elon-musk/
be934017f7a6688f44a3693195c57893818ccf82a84d5a267a9ea6c1ee50ff50,2024-06-19 17:21:04.561711,en,tmz.com,tmz.com,2024-06-19,"Kim Kardashian's Son, Saint West, Dominates Youth Basketball Game",https://www.tmz.com/2024/06/19/kim-kardashian-son-saint-west-dominates-youth-basketball-game/
11d5c4a780e7cd83e4827327a54664aff638d1739293cc2c8e75d8f393fa528f,2024-06-18 14:28:37.440498,en,tmz.com,tmz.com,2024-06-18,Kourtney Kardashian Snubs Scott Disick in Father's Day Message,https://www.tmz.com/2024/06/18/kourtney-kardashian-scott-disick-travis-barker-fathers-day-snub/
b1d3eb5e8b9d7be65d8eefe7c1861de31bf2dda06aaa3671c64884bc67d8afca,2024-06-17 09:18:48.495369,en,tmz.com,tmz.com,2024-06-17,Guess Who This Kid In Overalls Turned Into!,https://www.tmz.com/2024/06/17/guess-who-this-kid-overalls-turned-into/
e0282ce1bac9be4cf948cb0f369a3b5119ee7f75b78261c1579f85fd64372724,2024-06-17 19:25:47.179526,en,tmz.com,tmz.com,2024-06-17,"Scott Disick's Car Breaks Down After Father's Day Dinner, Takes Uber Instead",https://www.tmz.com/2024/06/17/scott-disick-fathers-day-car-breaks-down-dinner-nobu/
8eef9283a4a348b4a448eade37176a280a42fa6f3bb4951d341cf757704a4e73,2024-06-17 02:20:40.216947,en,tmz.com,tmz.com,2024-06-16,Hollywood Celebrates Famous Dads on Father's Day,https://www.tmz.com/2024/06/16/fathers-day-hollywood-celebrities-dad-duty-glen-powell-mark-zuckerberg/
34569cbf7d7617d292b1222bf5b5b83b3e632b6e2cecbf5c535e5ff58a26df75,2024-06-16 22:23:16.422935,en,tmz.com,tmz.com,2024-06-16,"Kourtney Kardashian, Travis Barker Spend Father's Day at Disney World",https://www.tmz.com/2024/06/16/kourtney-kardashian-travis-barker-disney-world-magic-kingdom-fathers-day/
707d6499a14b114d60605ef8b4039e0efa207cb8bde6e8b5afbf9526e5f2737b,2024-06-16 05:57:13.833308,en,tmz.com,tmz.com,2024-06-15,Kim Kardashian and North West Spend Her 11th Birthday In New York City,https://www.tmz.com/2024/06/15/kim-kardashian-north-west-birthday-new-york-city-11/
064bd5eec26639e368c63a8de91a71ef2072b594522600cbac3111fb04fb4068,2024-06-14 16:22:12.245403,en,tmz.com,tmz.com,2024-06-14,"Khloe Kardashian Goes Through Intense Workout, Daughter & Nieces Join Her",https://www.tmz.com/2024/06/14/khloe-kardashian-gym-intense-workout-daughter-true-joins/
6f12b0decdc80ce09e9e0759156b7ec1f62afb43cc640a75b877705f91139ac9,2024-06-13 16:35:57.575972,en,tmz.com,tmz.com,2024-06-13,Rob Kardashian Says He 'Can't C** Anymore' After Khloe Asks for Sperm for Friend,https://www.tmz.com/2024/06/13/rob-kardashian-asked-donate-sperm-khloe-malika-haqq-baby/
91f675919629956604aff0b5a3d18a72badf46e4edb5ca551eedeeadbd138783,2024-06-13 04:18:30.297246,en,tmz.com,tmz.com,2024-06-12,Kourtney Kardashian & Travis Barker Enjoy Date Night at Punk Festival,https://www.tmz.com/2024/06/12/kourtney-kardashian-travis-barker-date-night-punk-festival-mosh-pit/
7149bd0f2c82c4eac7a88ad77a8602024a4c03bafcd82b4b945e3294d7d17390,2024-06-11 15:19:20.442387,en,tmz.com,tmz.com,2024-06-11,Kim Kardashian Shows Off Janet Jackson's 'If' Music Video Outfit,https://www.tmz.com/2024/06/11/kim-kardashian-steps-out-janet-jackson-concert-if-outfit/
7dda3f16751b1ceba741791bb2ff06a0c7a79645dcc367b83912bc6d685de70a,2024-06-11 18:25:21.260334,en,tmz.com,tmz.com,2024-06-11,Kendall Jenner Stares Deep Into Bad Bunny's Eyes During Romantic Puerto Rico Date,https://www.tmz.com/2024/06/11/kendall-jenner-bad-bunny-romantic-date-puerto-rico/
fa826cbd51eaa858231d07be1178d3e052fd1cbe725070f6fb3385d47904f768,2024-06-11 01:18:58.490376,en,tmz.com,tmz.com,2024-06-10,"Spencer Dinwiddie Claims Famed Car Shop Botched Mustang, Ferrari Deal, Sues",https://www.tmz.com/2024/06/10/spencer-dinwiddie-sues-after-over-deal-involving-rare-mustang-ferrari/
940205a66e8303e8bf3b1da74ccb032f34b3aa1ea607382013013fa127b924a6,2024-06-10 23:26:03.405567,en,tmz.com,tmz.com,2024-06-10,Meghan McCain Claims Jennifer Lopez Was 'Deeply Unpleasant' on 'The View',https://www.tmz.com/2024/06/10/meghan-mccain-deeply-unpleasant-jennifer-lopez-the-view/
4f13192157ef2f4bfb3f3de70dad3001e048e8eff8bb3383ecf3ca383646872c,2024-06-10 22:23:48.136871,en,tmz.com,tmz.com,2024-06-10,Khloe Kardashian's Nobu Lunch Meetup with Tristan Thompson Not Romantic,https://www.tmz.com/2024/06/10/khloe-kardashian-tristan-thompson-nobu-lunch-date-not-romantic/
6da4b7a77c9ab68106f03b94f1a0395b4b6f65f5a346df91d72a4fa36dd979e7,2024-06-10 00:18:49.054213,en,tmz.com,tmz.com,2024-06-09,Kylie Jenner Shares Cute Throwback Pic For Stassie Karanikolaou's Birthday,https://www.tmz.com/2024/06/09/kylie-jenner-stassie-karanikolaou-birthday-throwback-friends/
5ec24b78efa2198348a8c6d991b7fd0c121392cf97e25ec2816c222401c69a95,2024-06-09 09:24:14.242662,en,tmz.com,tmz.com,2024-06-09,Celebrity Scramble -- Guess Who!,https://www.tmz.com/2024/06/09/celebrity-scramble-guess-who/
9555ac4343eecc454e4a489f95c505cc3b12dbc984e7610d77052523343a830c,2024-06-06 15:30:38.376163,en,tmz.com,tmz.com,2024-06-06,Ray J Says Kim Kardashian Sex Tape Paved the Way for OnlyFans,https://www.tmz.com/2024/06/06/ray-j-kim-kardashian-sex-tape-paved-way-onlyfans/
a6a43baf051e0aa4101b07c4ae292ec68bccf5d2e07c590e8a4a802f119559ef,2024-06-07 00:19:45.804306,en,tmz.com,tmz.com,2024-06-06,"OnlyFans & Porn Star Say Pamela Anderson, Paris Hilton Trailblazed Before Ray J",https://www.tmz.com/2024/06/06/onlyfans-porn-star-pamela-anderson-paris-hilton-trailblaze-before-ray-j-kim/
9315ed3102db7cd9b9707ef69e76e6d71fe637fdae390a1556b103b1ca29dab4,2024-06-06 19:28:55.765774,en,tmz.com,tmz.com,2024-06-06,Kim Kardashian's BFFs Ivanka Trump & Lauren Sanchez Attend Birthday Dinner on Show,https://www.tmz.com/2024/06/06/kim-kardashian-ivanka-trump-lauren-sanchez-reality-show-besties-birthday-dinner/
06446aed5ec565f2124a1713c0f8612a9970d6f2540fb99fe96298a8b31d15ba,2024-06-06 04:18:12.370366,en,tmz.com,tmz.com,2024-06-05,Kim Kardashian Criticized for Allegedly Trying to Steal North's Spotlight,https://www.tmz.com/2024/06/05/kim-kardashian-copy-daughter-north-west-spotlight-lion-king-debut/
a67bb28b3b0d75c61e5b63f15ab64073479cb3a3345156280fd991e5341df864,2024-06-05 09:22:34.062670,en,tmz.com,tmz.com,2024-06-05,Guess Who This Lil' Rascal Turned Into!,https://www.tmz.com/2024/06/05/guess-who-this-lil-rascal-turned-into/
efab4b3f76c9d97a94d2145b4fb97c0b6f442dca428f4236d656ef117578f917,2024-06-05 20:18:30.019347,en,tmz.com,tmz.com,2024-06-05,Kim Kardashian Finds Her Voice 'Distinct and Annoying',https://www.tmz.com/2024/06/05/kim-kardashian-voice-distinct-annoying-actors-chloe-sevigny/
33af50b6248dfba7ef35eb1d82efd14294b0824ff126809abcef256d3061e829,2024-06-04 09:22:21.713454,en,tmz.com,tmz.com,2024-06-04,Kendall Jenner Knew 'Golden Bachelor' Gerry Turner's Pick After Seeing His Phone,https://www.tmz.com/2024/06/04/kendall-jenner-saw-golden-bachelor-gerry-turner-phone-kris-jenner-theresa-nist/
04f2ead07a875b3f9b7e284e5dfc6ad6f5bf5c49b7b461f80535406330108f73,2024-06-02 09:18:31.523022,en,tmz.com,tmz.com,2024-06-02,'MILF Manor's Kelle Mortensen Says Kardashians Are Greatest MILFs Ever,https://www.tmz.com/2024/06/02/milf-manor-kelle-mortensen-kardashians-greatest-milfs-hot-mom/
ffc5d624d77ef7d45fa466ae269262a5ae956949a25aafee7d263a0dcad27233,2024-06-02 01:19:39.341480,en,tmz.com,tmz.com,2024-06-01,"Kylie and Kendall Jenner Sing Billie Eilish, Drink Beers in Car Together",https://www.tmz.com/2024/06/01/kylie-kendall-jenner-singing-billie-eilish-drink-beer-car-driving-together-sisters/
39d2faf1ee0fa3c58e7e28257e35a9884d7a9c8c5f16785e8b0a21b83e81f70c,2024-05-31 09:23:49.813082,en,tmz.com,tmz.com,2024-05-31,"Kris Jenner, Faye Resnick Recall Last Conversations with Nicole Brown Simpson",https://www.tmz.com/2024/05/31/kris-jenner-faye-resnick-last-conversations-nicole-brown-simpson-oj-murder-trial-stalking-lifetime/
9a3b8c036a3ea7081ec9eb14bb60f700108da06ad3bb0c38eed193b27785630c,2024-05-31 02:25:19.440489,en,tmz.com,tmz.com,2024-05-30,Khloe Kardashian Says Her Camel Toe Disappeared When She Lost Weight,https://www.tmz.com/2024/05/30/khloe-kardashian-camel-toe-disappear-lost-weight-tv-confessional/
db90c4946847648d017b306c74103ace5188168944357f1d86e08f8ce1283001,2024-05-31 01:20:40.556097,en,tmz.com,tmz.com,2024-05-30,"Hollywood Reacts to Trump's Guilty Verdict, Stars Slam Ex-President",https://www.tmz.com/2024/05/30/celebrity-reactions-trump-guilty-verdict-hush-money/
f99e0a2beebe1e58c10e560ecc6505cc453c4d3f6f5149c76f8b1cef95a1a7eb,2024-05-30 17:23:06.265317,en,tmz.com,tmz.com,2024-05-30,"Kim & Kourtney Kardashian Shut Down Feud Rumors, 'Huge Misconception'",https://www.tmz.com/2024/05/30/kim-kardashian-kourtney-shut-down-feud-misconception-argue-fight/
f5adf9f42899f7e01e91218f156d934e9cc67e9f9ab53c086e9ad1bcc93966a4,2024-05-29 20:20:44.136672,en,tmz.com,tmz.com,2024-05-29,"Kim Kardashian Joins Jon Hamm On 'Actors On Actors', Years After Insult",https://www.tmz.com/2024/05/29/kim-kardashian-actors-on-actors-american-horror-story-jon-hamm-insult/
55dcd20c0a30464da06503572b86aa940985b2e5fae7c2410b4c1e46904ddb14,2024-05-28 21:20:45.244373,en,tmz.com,tmz.com,2024-05-28,"Kim Kardashian Tells People to Follow Mason Disick, Who's Now on Instagram",https://www.tmz.com/2024/05/28/kim-kardashian-tells-fans-follow-mason-disick-instagram-account/
0b7ee3b888c4ebd1f3a41a15e9713a31baf6d7a198ad426f96c8559ec0f3d73f,2024-05-28 23:31:13.134885,en,tmz.com,tmz.com,2024-05-28,"Travis Scott Blows Off Cannes Brawl, Has Boat Adventure with Stormi & Aire",https://www.tmz.com/2024/05/28/travis-scott-jetski-yacht-vacation-kids-stormi-aire-photos-kylie-jenner/
ddfc728afa6df77ce0de56c22562bd4d3ae3aa3c3e253292628ee4d726f645fe,2024-05-29 01:20:58.376822,en,tmz.com,tmz.com,2024-05-28,"North West's 'Lion King' Role Okay, Nepotism's Everywhere Says Marc Lamont Hill",https://www.tmz.com/2024/05/28/marc-lamont-hill-defends-north-west-lion-king-role-nepotism/
